0.0, 6.2, 0.6, 1.3, 2.0, 5.4, 339.5, 331.8, 342.1, 349.7, 31.8, 76.0, 55.6, 42.5, 349.0, 338.1, 343.4, 347.8, 340.6, 344.0, 347.9, 349.8, 349.1, 348.9, 349.0, 9.4, 348.9, 348.8, 346.9
0.0, 0.5, 5.1, 4.4, 7.8, 0.4, 345.2, 337.5, 347.9, 355.4, 37.5, 81.7, 61.4, 48.2, 354.7, 343.8, 349.1, 353.5, 346.4, 349.8, 353.7, 355.5, 354.8, 354.6, 354.8, 3.6, 354.6, 354.5, 352.7
0.0, 2.1, 7.7, 7.0, 10.3, 3.0, 347.8, 340.1, 350.4, 358.0, 40.1, 84.3, 63.9, 50.8, 357.3, 346.4, 351.7, 356.1, 349.0, 352.4, 356.3, 358.1, 357.4, 357.2, 357.3, 1.0, 357.2, 357.1, 355.3
0.0, 0.5, 5.1, 4.4, 7.8, 0.4, 345.2, 337.5, 347.8, 355.4, 37.5, 81.7, 61.4, 48.2, 354.7, 343.8, 349.1, 353.5, 346.4, 349.8, 353.7, 355.5, 354.8, 354.6, 354.7, 3.6, 354.6, 354.5, 352.7
0.0, 1.5, 4.1, 3.4, 6.7, 0.6, 344.2, 336.5, 346.8, 354.4, 36.5, 80.7, 60.3, 47.2, 353.7, 342.8, 348.1, 352.5, 345.4, 348.8, 352.7, 354.5, 353.8, 353.6, 353.7, 4.6, 353.6, 353.5, 351.7
0.0, 0.9, 4.7, 4.1, 7.4, 0.0, 344.9, 337.1, 347.5, 355.1, 37.1, 81.3, 61.0, 47.9, 354.4, 343.4, 348.8, 353.2, 346.0, 349.4, 353.3, 355.2, 354.4, 354.3, 354.4, 4.0, 354.3, 354.1, 352.3
0.0, 0.6, 6.3, 5.6, 8.9, 1.5, 346.4, 338.7, 349.0, 356.6, 38.7, 82.8, 62.5, 49.4, 355.9, 344.9, 350.3, 354.7, 347.5, 350.9, 354.8, 356.7, 356.0, 355.8, 355.9, 2.5, 355.8, 355.6, 353.8
0.0, 0.2, 5.4, 4.8, 8.1, 0.7, 345.6, 337.8, 348.2, 355.8, 37.9, 82.0, 61.7, 48.6, 355.1, 344.1, 349.5, 353.9, 346.7, 350.1, 354.0, 355.9, 355.2, 355.0, 355.1, 3.3, 355.0, 354.8, 353.0
0.0, 1.5, 4.1, 3.4, 6.7, 0.7, 344.2, 336.5, 346.8, 354.4, 36.5, 80.7, 60.3, 47.2, 353.7, 342.8, 348.1, 352.5, 345.3, 348.7, 352.6, 354.5, 353.8, 353.6, 353.7, 4.7, 353.6, 353.5, 351.6
0.0, 0.1, 5.5, 4.8, 8.1, 0.7, 345.6, 337.9, 348.2, 355.8, 37.9, 82.1, 61.7, 48.6, 355.1, 344.2, 349.5, 353.9, 346.7, 350.1, 354.0, 355.9, 355.2, 355.0, 355.1, 3.3, 355.0, 354.9, 353.0
0.0, 0.1, 5.7, 5.1, 8.4, 1.0, 345.9, 338.2, 348.5, 356.1, 38.2, 82.3, 62.0, 48.9, 355.4, 344.4, 349.8, 354.2, 347.0, 350.4, 354.3, 356.2, 355.5, 355.3, 355.4, 3.0, 355.3, 355.1, 353.3
0.0, 0.0, 5.6, 4.9, 8.3, 0.9, 345.7, 338.0, 348.3, 355.9, 38.0, 82.2, 61.9, 48.7, 355.2, 344.3, 349.6, 354.0, 346.9, 350.3, 354.2, 356.0, 355.3, 355.1, 355.2, 3.1, 355.1, 355.0, 353.2
0.0, 3.0, 2.6, 1.9, 5.2, 2.2, 342.7, 335.0, 345.3, 352.9, 35.0, 79.2, 58.8, 45.7, 352.2, 341.3, 346.6, 351.0, 343.8, 347.2, 351.1, 353.0, 352.3, 352.1, 352.2, 6.2, 352.1, 352.0, 350.1
